# x, y
7.656250000000000000e-01 -3.880981728434562683e-02 -1.645208895206451416e-01
1.406250000000000000e-01 8.577073924243450165e-03 -6.088829040527343750e-02
6.406250000000000000e-01 -2.225667983293533325e-02 -1.589310914278030396e-01
3.906250000000000000e-01 2.250112593173980713e-03 -1.289526522159576416e-01
8.906250000000000000e-01 -5.737493932247161865e-02 -1.664485931396484375e-01
7.812500000000000000e-02 6.059365812689065933e-03 -3.609021380543708801e-02
5.781250000000000000e-01 -1.490627229213714600e-02 -1.541525572538375854e-01
3.281250000000000000e-01 5.917681381106376648e-03 -1.161174774169921875e-01
8.281250000000000000e-01 -4.786757379770278931e-02 -1.658204495906829834e-01
2.031250000000000000e-01 9.260453283786773682e-03 -8.232942968606948853e-02
7.031250000000000000e-01 -3.025122731924057007e-02 -1.623058319091796875e-01
4.531250000000000000e-01 -2.534624189138412476e-03 -1.394074857234954834e-01
9.531250000000000000e-01 -6.729755550622940063e-02 -1.666495203971862793e-01
4.687500000000000000e-02 4.045285284519195557e-03 -2.235603332519531250e-02
5.468750000000000000e-01 -1.150183007121086121e-02 -1.511605679988861084e-01
2.968750000000000000e-01 7.284250110387802124e-03 -1.087309569120407104e-01
7.968750000000000000e-01 -4.327975213527679443e-02 -1.652698516845703125e-01
1.718750000000000000e-01 9.135060012340545654e-03 -7.201322168111801147e-02
6.718750000000000000e-01 -2.617879956960678101e-02 -1.607786864042282104e-01
4.218750000000000000e-01 -1.178681850433349609e-05 -1.344623565673828125e-01
9.218750000000000000e-01 -6.228589639067649841e-02 -1.665871739387512207e-01
1.093750000000000000e-01 7.560743950307369232e-03 -4.892412945628166199e-02
6.093750000000000000e-01 -1.849535480141639709e-02 -1.567325592041015625e-01
3.593750000000000000e-01 4.232961684465408325e-03 -1.228478699922561646e-01
8.593750000000000000e-01 -5.256756395101547241e-02 -1.662031710147857666e-01
2.343750000000000000e-01 8.978046476840972900e-03 -9.186744689941406250e-02
7.343750000000000000e-01 -3.446442633867263794e-02 -1.635430753231048584e-01
4.843750000000000000e-01 -5.301222205162048340e-03 -1.438185274600982666e-01
9.843750000000000000e-01 -7.240804284811019897e-02 -1.666660308837890625e-01
7.812500000000000000e-03 7.630187901668250561e-04 -3.875811817124485970e-03
5.078125000000000000e-01 -7.526360452175140381e-03 -1.467947065830230713e-01
2.578125000000000000e-01 8.513001725077629089e-03 -9.852862358093261719e-02
7.578125000000000000e-01 -3.771150112152099609e-02 -1.642991006374359131e-01
1.328125000000000000e-01 8.366988971829414368e-03 -5.797712132334709167e-02
6.328125000000000000e-01 -2.130083739757537842e-02 -1.584155559539794922e-01
3.828125000000000000e-01 2.772713080048561096e-03 -1.274834573268890381e-01
8.828125000000000000e-01 -5.616325512528419495e-02 -1.663984358310699463e-01
7.031250000000000000e-02 5.605013109743595123e-03 -3.274226188659667969e-02
5.703125000000000000e-01 -1.403734460473060608e-02 -1.534443646669387817e-01
3.203125000000000000e-01 6.289953365921974182e-03 -1.143335551023483276e-01
8.203125000000000000e-01 -4.670990258455276489e-02 -1.656997203826904297e-01
1.953125000000000000e-01 9.268288500607013702e-03 -7.982452958822250366e-02
6.953125000000000000e-01 -2.921956032514572144e-02 -1.619524210691452026e-01
4.453125000000000000e-01 -1.880407333374023438e-03 -1.382224559783935547e-01
9.453125000000000000e-01 -6.603533029556274414e-02 -1.666393876075744629e-01
3.906250000000000000e-02 3.458323422819375992e-03 -1.877824403345584869e-02
5.390625000000000000e-01 -1.068111509084701538e-02 -1.503446102142333984e-01
2.890625000000000000e-01 7.573742419481277466e-03 -1.067782193422317505e-01
7.890625000000000000e-01 -4.215097427368164062e-02 -1.651023924350738525e-01
1.640625000000000000e-01 9.037109091877937317e-03 -6.930899620056152344e-02
6.640625000000000000e-01 -2.518378198146820068e-02 -1.603480130434036255e-01
4.140625000000000000e-01 5.788430571556091309e-04 -1.331390440464019775e-01
9.140625000000000000e-01 -6.104861944913864136e-02 -1.665608882904052734e-01
1.015625000000000000e-01 7.231935858726501465e-03 -4.579837992787361145e-02
6.015625000000000000e-01 -1.758146658539772034e-02 -1.561245173215866089e-01
3.515625000000000000e-01 4.682855680584907532e-03 -1.212251186370849609e-01
8.515625000000000000e-01 -5.138232558965682983e-02 -1.661215722560882568e-01
2.265625000000000000e-01 9.085558354854583740e-03 -8.955422788858413696e-02
7.265625000000000000e-01 -3.339841589331626892e-02 -1.632592678070068359e-01
4.765625000000000000e-01 -4.587620496749877930e-03 -1.427641808986663818e-01
9.765625000000000000e-01 -7.112122327089309692e-02 -1.666645407676696777e-01
2.343750000000000000e-02 2.181088319048285484e-03 -1.144623756408691406e-02
5.234375000000000000e-01 -9.077660739421844482e-03 -1.486278474330902100e-01
2.734375000000000000e-01 8.087800815701484680e-03 -1.027421206235885620e-01
7.734375000000000000e-01 -3.991589695215225220e-02 -1.647284030914306641e-01
1.484375000000000000e-01 8.758518844842910767e-03 -6.374701112508773804e-02
